Workshop Name,Workshop Rating,Professor Name,Student ID,Workshop Topic,Workshop Date,Duration,Location,Max Capacity,Registration Fee,Prerequisite,Feedback Comments,Technology Used,Workshop Type,Certificate,Student Major,Student Year,Attendance
Ai Ethics: Unleash Distributed Synergies,6.5,Olivia Davis,S5099,Data Science,2023-10-03,2.3996910175268273,Room 102,12,4,Advanced,Determine rule director small kid list decision process.,Jupyter,Lecture,No,Data Science,Freshman,11
Ai Ethics: Exploit Distributed Partnerships,8.1,Michael Jones,S4336,Machine Learning,2023-09-12,2.956439817576479,Room 105,94,48,Advanced,Next those real deal head carry simply.,Jupyter,Discussion,Yes,Mathematics,Sophomore,94
Ai Ethics: Envisioneer Bleeding-Edge Initiatives,8.5,Emma Davis,S6229,AI Ethics,2023-04-25,2.492227223945373,Room 101,91,0,Intermediate,Finish throw attack effect indeed project.,Jupyter,Lecture,No,Engineering,Freshman,71
Machine Learning: Expedite Wireless Infrastructures,5.4,John Davis,S1729,Data Visualization,2023-08-29,1.855795733188281,Room 105,11,90,Advanced,More again expect.,Zoom,Hands-On,No,Statistics,Sophomore,7
Statistical Analysis: Synergize End-To-End Systems,8.6,Olivia Johnson,S2571,Machine Learning,2023-02-15,2.1233831208558023,Room 105,59,55,Advanced,Down inside company.,Jupyter,Hands-On,Yes,Data Science,Freshman,31
Data Visualization: Utilize Plug-And-Play Systems,7.9,Michael Davis,S2755,Deep Learning,2022-10-26,2.772153614582864,Room 103,46,88,Advanced,Allow since result main.,Jupyter,Discussion,No,Computer Science,Senior,46
Machine Learning: Integrate Cross-Platform Mindshare,9.0,Lisa Jones,S4373,Cloud Computing,2023-02-24,1.1522075068484507,Room 103,77,44,Advanced,Upon effect fire often project kind.,Zoom,Hands-On,No,Engineering,Junior,55
Python Programming: Repurpose Open-Source Synergies,7.3,Olivia Williams,S2373,Data Visualization,2022-11-25,1.920742109260039,Online-Teams,46,93,Beginner,Eight discover stand doctor popular around seek.,Google Colab,Discussion,No,Computer Science,Freshman,32
Statistical Analysis: Repurpose Bleeding-Edge Applications,6.6,Olivia Davis,S6270,Deep Learning,2023-01-05,1.4711677657021969,Room 105,84,81,Intermediate,Mother model understand table become.,Google Colab,Lecture,No,Statistics,Sophomore,67
Machine Learning: Deploy Integrated Portals,7.4,Robert Davis,S2928,Data Visualization,2023-09-18,2.880629399200086,Room 105,51,53,Beginner,Dream perform concern read his bill.,Jupyter,Hands-On,Yes,Statistics,Junior,27
Statistical Analysis: Matrix Open-Source Systems,9.2,Emily Wilson,S7198,Cloud Computing,2022-12-07,1.9446509288905052,Room 104,60,53,Beginner,Religious identify commercial quite.,Teams,Discussion,Yes,Statistics,Freshman,36
Data Visualization: Embrace Virtual Web Services,6.5,Olivia Johnson,S7355,Python Programming,2022-12-24,2.3412950497622083,Room 102,97,61,Beginner,Similar half skin role.,Zoom,Lecture,Yes,Engineering,Senior,84
Data Visualization: Synergize Front-End Platforms,8.3,Robert Wilson,S1101,Data Science,2023-05-08,2.5084148019045913,Room 102,31,90,Intermediate,He require improve understand.,Teams,Lecture,No,Statistics,Junior,18
Statistical Analysis: Deploy Plug-And-Play Infrastructures,7.3,Olivia Brown,S3724,Data Science,2023-03-05,2.0218820770837165,Online-Zoom,96,0,Intermediate,System how actually bag during feeling.,Teams,Discussion,No,Computer Science,Sophomore,73
Data Visualization: Morph Dot-Com Experiences,6.4,Emily Williams,S5981,Data Visualization,2022-11-29,1.9465936331238305,Online-Teams,38,29,Advanced,May school us say consumer.,Google Colab,Hands-On,Yes,Engineering,Junior,26
Python Programming: Incubate Interactive Channels,5.7,Robert Jones,S3547,AI Ethics,2023-07-17,2.8572276590238457,Online-Teams,21,75,Intermediate,Year increase find read professional ability so certainly.,Jupyter,Discussion,No,Data Science,Junior,13
Deep Learning: Visualize Bleeding-Edge E-Services,5.9,Emma Brown,S2992,Cloud Computing,2023-08-27,2.2640080727815226,Online-Teams,10,60,Advanced,Exactly alone nice two too.,Teams,Hands-On,No,Mathematics,Senior,5
Ai Ethics: Integrate Extensible Paradigms,9.4,Emily Davis,S8065,Data Visualization,2023-08-03,2.0935546756729444,Online-Teams,82,62,Intermediate,Window view us night either politics.,Zoom,Hands-On,No,Statistics,Freshman,78
Ai Ethics: Seize Out-Of-The-Box Channels,6.1,John Smith,S1495,Python Programming,2022-12-24,2.254741983019704,Room 105,40,39,Beginner,Customer gas forget organization.,Teams,Lecture,Yes,Mathematics,Freshman,24
Data Science: Extend Rich Paradigms,8.6,Lisa Jones,S6335,Python Programming,2022-11-13,2.265174693261318,Room 102,57,0,Intermediate,Save reason bill discuss.,Zoom,Hands-On,No,Statistics,Junior,35
Machine Learning: Target Sticky Relationships,5.2,Robert Williams,S4206,Python Programming,2023-03-08,2.2466644702711522,Room 102,62,24,Intermediate,Chance feeling one green figure anything.,Google Colab,Discussion,No,Mathematics,Senior,60
Ai Ethics: E-Enable Global Bandwidth,5.4,John Williams,S9210,Cloud Computing,2023-03-16,1.445565159737856,Room 103,71,98,Advanced,Next knowledge bar Congress soldier home as.,Google Colab,Hands-On,Yes,Statistics,Junior,51
Cloud Computing: Revolutionize Viral E-Markets,8.1,Lisa Smith,S8251,AI Ethics,2023-02-04,1.2387517647586492,Room 103,58,25,Beginner,Place these training usually safe travel.,Teams,Lecture,No,Computer Science,Freshman,38
Data Science: Evolve B2C Web-Readiness,9.2,John Jones,S4858,Machine Learning,2023-03-21,1.2443765558828828,Online-Teams,80,66,Intermediate,Price agency my poor fight yes federal.,Google Colab,Lecture,No,Engineering,Sophomore,52
Data Science: Synergize B2C Portals,5.2,Emma Davis,S3653,AI Ethics,2023-04-15,2.436961514669733,Room 104,50,91,Advanced,Table five well operation official court life.,Jupyter,Discussion,Yes,Data Science,Sophomore,34
Cloud Computing: E-Enable Vertical Vortals,9.4,John Wilson,S8765,Data Visualization,2022-12-12,1.823948289090806,Online-Teams,13,89,Intermediate,Bring accept mean because activity mother teacher care.,Zoom,Lecture,Yes,Mathematics,Sophomore,10
Data Visualization: Re-Contextualize Ubiquitous Paradigms,9.5,Emma Jones,S3311,Deep Learning,2022-12-03,1.1944566143517996,Room 102,34,47,Intermediate,Key threat whole affect produce.,Zoom,Hands-On,Yes,Computer Science,Freshman,26
Python Programming: Strategize Front-End Paradigms,7.2,David Brown,S1490,Data Science,2023-04-03,2.941255172003558,Room 102,91,86,Beginner,Short recognize where herself technology as and them.,Jupyter,Hands-On,No,Statistics,Senior,45
Data Visualization: Generate User-Centric Applications,7.0,Robert Brown,S6322,Statistical Analysis,2023-01-18,2.9773282032054293,Room 101,96,35,Advanced,Scientist general education speak.,Zoom,Lecture,Yes,Mathematics,Sophomore,64
Cloud Computing: Mesh Bleeding-Edge Communities,9.9,Emily Davis,S6058,AI Ethics,2023-09-12,2.75883036431431,Room 103,98,40,Beginner,Several join after natural campaign indicate ever.,Google Colab,Lecture,Yes,Engineering,Junior,67
Deep Learning: Harness Global Action-Items,7.5,Olivia Jones,S2599,Deep Learning,2023-10-04,2.606313099535812,Room 105,62,100,Intermediate,Control shake beat care only reality too.,Google Colab,Discussion,Yes,Computer Science,Sophomore,51
Ai Ethics: Harness World-Class Schemas,5.2,Robert Miller,S2193,Data Science,2023-01-02,1.915187562906439,Room 101,57,45,Advanced,Suffer each company maintain among today hotel why.,Zoom,Discussion,No,Mathematics,Sophomore,53
Machine Learning: Visualize Virtual Vortals,6.2,Robert Davis,S1924,Data Science,2023-03-04,1.511440254248536,Room 102,17,86,Beginner,Return serve recognize something avoid.,Zoom,Hands-On,No,Mathematics,Sophomore,13
Statistical Analysis: Seize Robust Paradigms,6.3,Olivia Johnson,S9253,Machine Learning,2022-12-13,2.9488935262328706,Room 105,25,8,Beginner,Ask mission should voice include choice.,Teams,Discussion,No,Mathematics,Freshman,14
Cloud Computing: Architect Integrated Applications,6.1,David Davis,S2378,Cloud Computing,2023-07-23,2.052787512050876,Online-Teams,29,55,Advanced,Page hour approach hot.,Google Colab,Discussion,No,Data Science,Junior,18
Statistical Analysis: Repurpose Distributed Markets,7.5,Emily Smith,S9632,Cloud Computing,2023-08-07,1.590549554170246,Online-Zoom,31,33,Beginner,Among option knowledge somebody sister break consider son.,Teams,Lecture,No,Statistics,Sophomore,30
Cloud Computing: Synergize Dynamic E-Markets,7.5,John Wilson,S9269,Machine Learning,2023-07-09,1.4659460679475633,Room 103,84,65,Beginner,Nor above try participant production.,Jupyter,Hands-On,Yes,Computer Science,Junior,60
Ai Ethics: Aggregate B2B Schemas,6.9,Robert Brown,S5264,AI Ethics,2023-07-13,2.6568259750867647,Online-Zoom,53,44,Advanced,Address law theory soon surface method.,Zoom,Lecture,Yes,Computer Science,Junior,33
Cloud Computing: Engineer Wireless Channels,9.8,Emily Jones,S7713,AI Ethics,2023-05-30,1.313503728300555,Online-Teams,76,93,Advanced,Might right garden good happy dream whom.,Google Colab,Hands-On,Yes,Computer Science,Senior,53
Data Visualization: Iterate Granular Relationships,5.7,Emma Smith,S4833,Deep Learning,2023-06-06,2.509886076723791,Room 104,78,34,Intermediate,Her from agent worry national.,Zoom,Hands-On,Yes,Engineering,Senior,47
Python Programming: Cultivate 24/7 Schemas,8.4,Emma Wilson,S6149,Deep Learning,2022-12-04,1.6719618746222713,Room 102,48,22,Advanced,Important just culture fast government side position during.,Teams,Lecture,No,Statistics,Freshman,31
Cloud Computing: Extend Transparent Users,6.5,Robert Brown,S7832,Statistical Analysis,2022-10-24,1.8670141524089694,Room 102,84,52,Beginner,Quite threat just arm author section official.,Zoom,Discussion,Yes,Computer Science,Freshman,54
Ai Ethics: Aggregate Open-Source Methodologies,7.0,Emma Miller,S8824,Data Visualization,2023-01-11,1.8198441780163859,Room 101,20,72,Intermediate,Which response often decade.,Google Colab,Lecture,No,Computer Science,Sophomore,12
Ai Ethics: Enhance Mission-Critical Infrastructures,6.9,Emma Smith,S5379,Data Visualization,2022-11-02,2.6896361100328248,Room 104,73,0,Intermediate,Once most table together.,Teams,Hands-On,No,Data Science,Freshman,41
Ai Ethics: Innovate Value-Added Synergies,5.1,Olivia Brown,S4150,Python Programming,2023-01-04,2.9410812606002583,Room 105,52,71,Beginner,Treatment every along current trouble score.,Teams,Lecture,Yes,Statistics,Sophomore,43
Machine Learning: Deploy Collaborative Technologies,9.2,Michael Brown,S2155,Python Programming,2023-01-19,1.7772587525613297,Room 104,54,25,Advanced,Off plant wish either just attack.,Teams,Hands-On,Yes,Engineering,Sophomore,42
Data Visualization: Utilize Impactful E-Tailers,8.4,Robert Davis,S5371,Data Visualization,2023-08-14,2.348846527168017,Online-Zoom,93,22,Advanced,May her go important.,Google Colab,Discussion,No,Mathematics,Junior,52
Statistical Analysis: Reinvent 24/7 Niches,5.5,Lisa Wilson,S3243,Deep Learning,2022-10-28,2.344706212912112,Online-Teams,39,14,Beginner,Major decide almost speech lawyer student.,Jupyter,Lecture,No,Statistics,Junior,20
Deep Learning: Unleash 24/365 Bandwidth,9.2,Emma Williams,S6991,Cloud Computing,2023-05-11,1.7914502070845595,Room 101,85,49,Intermediate,Paper police language and better.,Zoom,Hands-On,Yes,Data Science,Senior,72
Ai Ethics: Integrate B2C Functionalities,6.0,David Jones,S5041,Statistical Analysis,2023-04-27,2.811360655834148,Room 104,26,75,Intermediate,Continue sense nothing.,Jupyter,Hands-On,No,Mathematics,Senior,17
Cloud Computing: Utilize Granular Methodologies,9.4,Lisa Miller,S1152,Statistical Analysis,2023-02-23,1.613651283627089,Room 105,62,94,Advanced,Camera magazine your drive.,Zoom,Discussion,No,Computer Science,Freshman,36
Deep Learning: Monetize Killer Systems,9.2,Michael Smith,S5586,Python Programming,2023-05-06,1.3089362948044196,Room 103,96,52,Advanced,Hour total figure offer meet close.,Zoom,Discussion,No,Computer Science,Senior,94
Cloud Computing: Utilize Scalable Supply-Chains,7.7,Lisa Miller,S2560,Cloud Computing,2022-12-14,2.148270778884811,Room 101,56,36,Advanced,Choice must lot contain live sometimes while step.,Zoom,Hands-On,No,Computer Science,Freshman,48
Machine Learning: Repurpose Turn-Key Methodologies,10.0,Olivia Jones,S2911,Cloud Computing,2023-09-23,2.900910112591264,Online-Teams,37,14,Advanced,Night so today ability you fire billion.,Google Colab,Hands-On,No,Statistics,Freshman,33
Cloud Computing: Benchmark Clicks-And-Mortar Metrics,9.4,Emily Wilson,S9300,Data Visualization,2023-07-16,2.8891450260257043,Room 105,40,71,Advanced,Article result hear available sometimes.,Teams,Discussion,Yes,Mathematics,Senior,30
Python Programming: Harness Impactful Web-Readiness,5.4,David Johnson,S3575,Cloud Computing,2022-10-28,2.957852939902421,Room 103,18,49,Intermediate,Evidence popular of let college hotel open.,Google Colab,Discussion,No,Data Science,Junior,17
Cloud Computing: Productize Scalable Portals,5.2,Robert Wilson,S5902,Cloud Computing,2023-06-04,2.1038120742269353,Online-Zoom,78,68,Intermediate,Woman wait adult structure.,Jupyter,Hands-On,Yes,Mathematics,Freshman,75
Cloud Computing: Enable Bleeding-Edge Supply-Chains,9.0,Lisa Wilson,S2019,Machine Learning,2022-11-22,1.7042468924575949,Room 102,30,48,Intermediate,Ask parent wide attention.,Jupyter,Discussion,No,Statistics,Junior,28
Cloud Computing: Evolve Extensible Niches,6.2,Robert Smith,S7703,Data Visualization,2023-03-06,2.4032984435062827,Room 101,23,12,Intermediate,Lawyer treatment little third.,Google Colab,Lecture,Yes,Data Science,Senior,22
Machine Learning: Re-Intermediate Enterprise Relationships,9.2,Olivia Johnson,S3593,Data Visualization,2022-11-22,2.847748903464956,Room 101,91,12,Advanced,Indeed mind experience successful or life.,Jupyter,Hands-On,No,Data Science,Senior,61
Data Visualization: Enhance Back-End Technologies,9.6,Robert Jones,S4441,Deep Learning,2023-04-17,2.0789117312891436,Room 102,92,15,Advanced,High must pick personal media put figure.,Google Colab,Hands-On,Yes,Data Science,Freshman,82
Deep Learning: Matrix Wireless Vortals,5.5,Lisa Jones,S2239,Machine Learning,2023-02-03,2.595489702567601,Online-Teams,46,72,Beginner,Blood mind fill true.,Google Colab,Discussion,No,Statistics,Junior,35
Data Visualization: Evolve Out-Of-The-Box Solutions,7.9,David Johnson,S3711,Cloud Computing,2023-05-06,2.986277406524581,Online-Zoom,77,60,Beginner,We model guess her skill black.,Zoom,Hands-On,No,Statistics,Senior,52
Python Programming: Deliver Magnetic Experiences,8.2,Michael Smith,S7190,Python Programming,2023-03-10,2.6381986789612304,Room 101,84,79,Beginner,Land at sometimes respond leader them successful order.,Jupyter,Hands-On,No,Mathematics,Sophomore,82
Machine Learning: Deploy Compelling Vortals,7.0,Olivia Brown,S9300,Statistical Analysis,2023-10-09,2.8191374200217383,Room 102,58,87,Intermediate,Ground paper baby.,Jupyter,Hands-On,No,Data Science,Junior,58
Cloud Computing: Enable Leading-Edge Communities,7.5,Emma Miller,S2520,AI Ethics,2022-12-18,2.942964124810001,Room 104,52,24,Intermediate,Nature draw enjoy traditional.,Teams,Discussion,Yes,Engineering,Senior,39
Ai Ethics: Benchmark Rich E-Commerce,6.4,Lisa Smith,S4579,Machine Learning,2023-04-17,2.2076732946362285,Room 103,11,32,Advanced,Drug thus and item middle lead.,Teams,Discussion,No,Computer Science,Junior,5
Cloud Computing: Re-Intermediate Web-Enabled Initiatives,5.6,David Jones,S3077,Data Visualization,2022-11-07,2.468838259216212,Room 102,47,41,Intermediate,Mind clear particular religious couple.,Google Colab,Hands-On,Yes,Computer Science,Senior,31
Machine Learning: Productize Cutting-Edge Solutions,7.1,Lisa Wilson,S7274,Deep Learning,2023-03-12,2.326090184511511,Room 104,71,27,Beginner,Protect artist father both wonder question leader.,Google Colab,Hands-On,Yes,Engineering,Freshman,36
Python Programming: Disintermediate Seamless E-Markets,7.8,Lisa Davis,S6319,AI Ethics,2023-02-22,2.9148451906109134,Room 105,55,43,Intermediate,If provide per sense turn scientist.,Teams,Lecture,Yes,Data Science,Junior,27
Cloud Computing: Monetize Mission-Critical E-Business,5.1,John Jones,S4590,Statistical Analysis,2023-09-14,2.2558283140087037,Room 103,45,63,Beginner,Easy worry human executive opportunity research suffer.,Teams,Lecture,Yes,Statistics,Senior,22
Deep Learning: Target Bricks-And-Clicks Web Services,6.1,Lisa Wilson,S5073,Python Programming,2023-07-21,1.5340312730511834,Room 103,24,91,Beginner,Behavior court project especially another executive.,Jupyter,Hands-On,Yes,Computer Science,Sophomore,15
Data Visualization: Deploy Integrated Niches,5.8,Emily Wilson,S1912,Cloud Computing,2023-08-30,2.5120072867309933,Room 101,42,34,Beginner,Arm despite image billion with drive little.,Teams,Hands-On,No,Engineering,Freshman,29
Statistical Analysis: Maximize Killer Portals,6.7,Lisa Jones,S6460,Python Programming,2023-03-03,1.2471971975299354,Online-Teams,15,13,Intermediate,Line likely eye north each car risk.,Zoom,Hands-On,Yes,Engineering,Sophomore,7
Python Programming: Architect Distributed Web-Readiness,8.6,Olivia Jones,S3897,Data Visualization,2023-08-04,2.413092234245404,Room 104,15,76,Intermediate,Hair begin matter long summer.,Teams,Lecture,Yes,Computer Science,Freshman,10
Data Visualization: Deliver Cutting-Edge Models,8.3,Olivia Johnson,S5726,Python Programming,2023-01-16,2.0026580267810865,Room 101,68,76,Beginner,Evidence no service something each page.,Google Colab,Discussion,Yes,Computer Science,Junior,35
Machine Learning: Re-Intermediate Next-Generation Action-Items,5.5,Emily Davis,S8352,Python Programming,2022-12-08,2.8072709712869823,Room 105,88,82,Advanced,Camera policy small go mention clearly ok.,Google Colab,Hands-On,Yes,Data Science,Sophomore,56
Cloud Computing: Integrate Dot-Com Platforms,8.7,Emily Brown,S5068,Data Visualization,2023-01-27,1.270653514712758,Room 105,67,73,Beginner,Box character assume year evidence he role.,Teams,Hands-On,Yes,Engineering,Freshman,41
Ai Ethics: Embrace Turn-Key Architectures,7.9,Emily Brown,S9425,AI Ethics,2023-08-10,1.6159787765515583,Room 105,16,15,Intermediate,Dog where could really safe manager investment or.,Google Colab,Discussion,Yes,Mathematics,Freshman,12
Data Visualization: Facilitate Turn-Key Communities,8.0,Olivia Wilson,S4632,Data Visualization,2023-09-09,1.3783552583729328,Room 105,41,18,Beginner,Card require eight strategy star value against.,Google Colab,Lecture,No,Engineering,Junior,40
Data Visualization: Utilize Web-Enabled Systems,5.7,Lisa Williams,S3652,AI Ethics,2022-12-23,2.8005116260577836,Online-Zoom,45,54,Intermediate,Relationship knowledge yourself hot.,Teams,Hands-On,Yes,Engineering,Junior,31
Data Visualization: Optimize Innovative E-Business,5.2,Lisa Williams,S8600,Data Science,2023-08-29,1.614038788794696,Room 102,60,51,Beginner,Director whom could which occur.,Google Colab,Discussion,No,Data Science,Junior,32
Data Visualization: Syndicate Web-Enabled Niches,8.0,Michael Wilson,S8058,Data Visualization,2023-07-02,1.148481652789737,Room 104,33,33,Intermediate,Move American people court card citizen marriage project.,Jupyter,Lecture,Yes,Data Science,Freshman,27
Data Science: Leverage 24/7 Architectures,6.9,Emma Wilson,S3224,Data Visualization,2023-01-16,1.8784387320596567,Room 101,78,81,Intermediate,Wait power financial interest cost.,Jupyter,Discussion,Yes,Statistics,Freshman,53
Cloud Computing: Deploy Customized Schemas,6.9,Lisa Jones,S6486,Deep Learning,2023-04-14,1.5590988922595599,Room 104,71,74,Beginner,Friend although pretty.,Teams,Hands-On,Yes,Computer Science,Sophomore,62
Statistical Analysis: Maximize Leading-Edge E-Business,9.5,David Davis,S2657,Data Science,2023-01-17,1.477290433534117,Room 102,49,44,Beginner,Economic throughout speech word.,Teams,Hands-On,No,Engineering,Junior,30
Machine Learning: Envisioneer Clicks-And-Mortar Web Services,7.1,Michael Williams,S9735,Deep Learning,2023-06-20,2.8401204100447606,Room 104,87,71,Intermediate,Air respond power and.,Google Colab,Discussion,Yes,Computer Science,Sophomore,65
Deep Learning: Implement Real-Time Web-Readiness,9.4,David Brown,S9751,Statistical Analysis,2023-02-08,2.110170980715422,Room 102,88,23,Advanced,Home large detail somebody seat pull cold.,Google Colab,Discussion,Yes,Computer Science,Senior,48
Cloud Computing: Architect Distributed Relationships,5.5,Lisa Smith,S7150,Statistical Analysis,2023-06-05,2.989066355790748,Room 104,57,10,Beginner,See brother late plant nothing tax.,Zoom,Hands-On,No,Computer Science,Freshman,48
Python Programming: Integrate B2C Networks,6.1,David Davis,S3765,Machine Learning,2023-09-14,1.925553698605475,Room 103,82,0,Intermediate,Alone among despite and.,Teams,Discussion,Yes,Engineering,Senior,41
Data Science: Envisioneer Virtual Channels,6.2,Olivia Brown,S8313,Statistical Analysis,2022-11-17,1.664552691698657,Room 105,96,31,Beginner,Friend system seek language option.,Zoom,Lecture,Yes,Statistics,Junior,64
Deep Learning: Maximize Synergistic Initiatives,9.7,Olivia Miller,S5454,Deep Learning,2022-11-11,2.5165109274588633,Room 101,30,64,Intermediate,Region focus market provide tell cover actually.,Jupyter,Lecture,No,Mathematics,Senior,28
Python Programming: Envisioneer Dynamic Niches,7.7,Michael Johnson,S3999,Data Science,2023-09-03,2.312097147608826,Room 102,50,45,Advanced,Own station high early defense.,Zoom,Hands-On,No,Statistics,Freshman,26
Data Visualization: Reinvent Strategic Users,6.9,David Johnson,S6355,Machine Learning,2023-09-28,2.7828244528922608,Room 102,19,39,Intermediate,Evidence TV concern certainly far game.,Zoom,Lecture,No,Data Science,Sophomore,10
Data Visualization: Repurpose Visionary Networks,6.6,Emily Brown,S2829,Data Science,2023-07-19,1.6285878774065918,Room 104,38,0,Intermediate,Blood keep serve sing media court.,Teams,Lecture,Yes,Computer Science,Senior,21
Statistical Analysis: Harness Leading-Edge Interfaces,5.9,Emma Wilson,S9968,Machine Learning,2023-09-29,2.314397706318796,Online-Zoom,44,26,Advanced,Meet sometimes give protect material.,Teams,Discussion,No,Engineering,Junior,28
Cloud Computing: Mesh Bricks-And-Clicks Schemas,9.5,Lisa Jones,S1799,AI Ethics,2023-07-31,2.9292352249349385,Online-Zoom,95,53,Beginner,Trip care room though.,Teams,Lecture,No,Engineering,Freshman,83
Cloud Computing: Incentivize Next-Generation Experiences,5.5,Emily Johnson,S5752,Data Science,2023-09-18,2.4049121978277315,Room 103,64,3,Intermediate,Leader officer analysis institution maybe market hot.,Zoom,Hands-On,Yes,Data Science,Freshman,57
Deep Learning: Monetize Back-End E-Tailers,9.3,Olivia Brown,S1216,Python Programming,2023-02-28,2.83741820248096,Online-Teams,70,38,Beginner,Machine bill mission term free decide.,Google Colab,Hands-On,No,Mathematics,Junior,47
Data Science: Scale Vertical Methodologies,6.9,John Smith,S3848,AI Ethics,2023-01-24,2.7426507191897285,Online-Zoom,15,42,Beginner,Fire rock example other.,Google Colab,Lecture,No,Computer Science,Senior,15
Data Visualization: Engage Ubiquitous E-Business,5.3,Olivia Wilson,S1494,Machine Learning,2023-05-06,1.6082583335040026,Room 103,18,65,Intermediate,Deep clear stuff allow parent idea.,Google Colab,Discussion,No,Engineering,Sophomore,17
Ai Ethics: Engineer Mission-Critical E-Markets,9.0,Emma Jones,S6084,Data Visualization,2023-07-07,1.9214126172866135,Room 105,25,3,Beginner,Moment cold strategy will.,Jupyter,Discussion,No,Data Science,Freshman,24
Python Programming: Strategize Collaborative Markets,5.3,Emma Brown,S6682,Machine Learning,2022-12-23,1.0957461685983632,Room 103,78,76,Advanced,To throughout ability ready.,Google Colab,Lecture,Yes,Statistics,Junior,72
Cloud Computing: Grow Global E-Services,9.0,Robert Jones,S7441,Statistical Analysis,2023-04-14,1.2694838071487469,Online-Teams,50,18,Beginner,Cause size against baby watch.,Zoom,Discussion,Yes,Statistics,Junior,36
Data Visualization: Scale Strategic Relationships,9.1,Robert Miller,S4551,Machine Learning,2023-03-11,2.5216923681518044,Room 103,84,85,Intermediate,Resource too lose might rich create environment.,Zoom,Discussion,Yes,Statistics,Freshman,52
Machine Learning: Extend Transparent Metrics,10.0,Robert Brown,S5719,AI Ethics,2023-07-21,1.2784602845800659,Online-Teams,25,5,Intermediate,Explain which goal once range even.,Teams,Hands-On,No,Engineering,Sophomore,21
Python Programming: Utilize Interactive E-Markets,5.9,John Smith,S2564,Data Science,2023-07-25,2.0698836030253283,Room 105,83,1,Intermediate,Find role traditional find too.,Teams,Discussion,Yes,Computer Science,Sophomore,43
Data Science: Integrate Enterprise Roi,6.2,David Brown,S4167,Data Visualization,2022-11-15,1.3117995539475815,Room 105,94,3,Advanced,Choose stop nor article.,Google Colab,Discussion,No,Data Science,Freshman,93
Data Science: Unleash Scalable Networks,5.9,Emma Wilson,S6402,Python Programming,2022-11-29,2.7209310666640514,Room 101,57,38,Intermediate,Individual capital ball ahead war mention.,Jupyter,Lecture,No,Data Science,Sophomore,46
Statistical Analysis: Scale User-Centric Niches,5.7,Emma Brown,S3144,AI Ethics,2023-08-29,2.229202704363804,Online-Teams,61,19,Intermediate,Drop fight recognize.,Jupyter,Hands-On,No,Mathematics,Sophomore,56
Data Science: Synthesize Mission-Critical Networks,9.9,Lisa Miller,S7362,Statistical Analysis,2023-06-01,2.4374621046014973,Room 101,67,3,Advanced,Hundred use cold near table boy teacher.,Teams,Hands-On,No,Computer Science,Sophomore,39
Machine Learning: Matrix Strategic Eyeballs,9.7,David Smith,S3969,Data Science,2023-05-23,2.028236915184323,Online-Zoom,59,94,Advanced,Rather it appear career according class factor about.,Teams,Hands-On,Yes,Statistics,Senior,59
Machine Learning: E-Enable 24/7 Models,8.1,Olivia Miller,S7296,Cloud Computing,2022-10-30,1.2623100236950182,Room 102,66,74,Advanced,First music while according lot store build.,Jupyter,Discussion,Yes,Engineering,Junior,40
Statistical Analysis: Whiteboard Open-Source E-Commerce,9.5,David Jones,S7634,Machine Learning,2023-06-09,1.8132715491374762,Room 101,83,70,Beginner,Will trouble ability exactly realize news gun.,Zoom,Hands-On,No,Engineering,Sophomore,45
Data Science: Incentivize Best-Of-Breed Interfaces,7.4,Robert Williams,S5835,AI Ethics,2023-03-06,2.21404414570363,Room 104,97,5,Advanced,Each arrive hold open smile.,Google Colab,Hands-On,No,Engineering,Senior,57
Python Programming: Mesh Cutting-Edge Convergence,7.8,Emily Smith,S9764,Machine Learning,2023-01-05,1.165423825367392,Room 102,46,46,Advanced,Answer where buy west process.,Teams,Lecture,No,Mathematics,Senior,29
Data Science: Monetize Vertical Bandwidth,5.7,Emily Williams,S7737,Deep Learning,2023-06-13,1.361854894234166,Online-Zoom,44,82,Intermediate,Especially bad service occur family admit which.,Teams,Discussion,No,Statistics,Freshman,32
Machine Learning: Cultivate Open-Source Solutions,6.9,David Johnson,S4797,Statistical Analysis,2023-08-28,2.9951394568535163,Room 103,78,84,Intermediate,Worker safe involve.,Jupyter,Lecture,No,Data Science,Sophomore,50
Data Visualization: Visualize Granular E-Tailers,5.2,Lisa Smith,S7722,Deep Learning,2023-03-03,1.64110295195029,Room 102,44,73,Beginner,American force look assume.,Teams,Lecture,No,Mathematics,Sophomore,34
Statistical Analysis: Reinvent Impactful Functionalities,7.0,Robert Smith,S4699,Statistical Analysis,2023-02-14,2.725272292849563,Room 102,46,21,Intermediate,Quality great thing TV including then year everyone.,Jupyter,Hands-On,Yes,Data Science,Senior,39
Data Science: Streamline Back-End Action-Items,9.9,Lisa Wilson,S3020,Data Visualization,2022-10-29,1.8347099472076334,Room 105,44,19,Advanced,Three less recent ten move it throw.,Zoom,Discussion,Yes,Data Science,Senior,37
Data Science: Repurpose Compelling Technologies,7.4,Michael Jones,S7224,Cloud Computing,2023-05-18,2.9911843339803648,Room 105,41,2,Beginner,Future position big water blood maybe.,Zoom,Lecture,Yes,Statistics,Junior,24
Data Visualization: Enhance Synergistic Synergies,9.2,Olivia Brown,S2323,AI Ethics,2023-02-07,2.3061477112709685,Online-Teams,27,26,Advanced,Follow participant drop can rest tax hot research.,Teams,Lecture,No,Mathematics,Junior,26
